timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-09T15:25:36,codecarbon,None,8649ac37-d7a2-4028-b405-3d874e74ee05,40.71694132599987,9.358880931799762e-06,2.29852258716291e-07,5.5332499070125,0.0,10.0,5.949356705488435e-05,0.0,0.00010751299858332764,0.00016700656563821198,0.0,France,FRA,,,,Linux-6.19.6-arch1-1-x86_64-with-glibc2.43,3.14.3,3.2.3,12,13th Gen Intel(R) Core(TM) i5-1335U,,,2.3387,48.8582,15.253021240234375,machine,7.6923076923076925,0,26.97948717948718,4.11442624605619,N,1.0,0.0
