timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-03-10T09:34:13,codecarbon,0aeee3fa-460a-4439-b54e-d32e099cf104,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.508240705000162,2.425904650224933e-07,1.6084333503150428e-07,5.5000061875,0.0,10.0,1.53748234924912e-06,0.0,2.791475430555895e-06,4.328957779805015e-06,0.0,France,FRA,île-de-france,Linux-6.19.6-arch1-1-x86_64-with-glibc2.43,3.14.3,3.2.3,12,13th Gen Intel(R) Core(TM) i5-1335U,2.3494,48.8558,15.25301742553711,machine,0,0,0,0,N,1.0,0.0,,
2026-03-10T09:37:27,codecarbon,59bad355-5c8c-4200-8c87-535f50fa0ce7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.5074058229999991,2.4254360043995657e-07,1.6090132911736583e-07,5.5000061875,0.0,10.0,1.5369946224504829e-06,0.0,2.791126872222094e-06,4.328121494672577e-06,0.0,France,FRA,île-de-france,Linux-6.19.6-arch1-1-x86_64-with-glibc2.43,3.14.3,3.2.3,12,13th Gen Intel(R) Core(TM) i5-1335U,2.3494,48.8558,15.25301742553711,machine,0,0,0,0,N,1.0,0.0,,
